dataset_id,title,description,source,agency,category,tags,geographic_coverage,format,license,status,last_updated,created_date,frequency,coverage_start,coverage_end,record_count,file_size,url,data_type,api_required,api_key_required,auto_generated_description,quality_score,extraction_timestamp
d_5334f6305b1bc4abb9a62083ff5357b6,Newspapers-Straits Telegraph and Daily Advertiser-1899,"This dataset is a list of digitised out-of-copyright newspaper articles from the National Library, Singapore. 

These materials present a valuable resource on Singapore’s history, art and culture, digitised as part of an endeavour to preserve and provide better access to resources located within the library to enable users to explore and discover these resources.

For enquiries, please email ref@nlb.gov.sg",data.gov.sg,National Library Board,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:36:31+08:00,2022-09-26T17:41:53+08:00,Unknown,2024-03-01T00:00:00+08:00,2025-03-01T00:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_5334f6305b1bc4abb9a62083ff5357b6/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_5f41191b7b5f7f7aa56a91e382463797,Newspapers-Straits Advocate-1889,"This dataset is a list of digitised out-of-copyright newspaper articles from the National Library, Singapore. 

These materials present a valuable resource on Singapore’s history, art and culture, digitised as part of an endeavour to preserve and provide better access to resources located within the library to enable users to explore and discover these resources.

For enquiries, please email ref@nlb.gov.sg",data.gov.sg,National Library Board,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:38:46+08:00,2022-09-26T17:19:38+08:00,Unknown,2024-03-01T00:00:00+08:00,2025-03-01T00:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_5f41191b7b5f7f7aa56a91e382463797/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_bf283054b146798fda6a78f0be229d55,MP14 SDCP PW PLAN - National Park Boundary Line (offset) (KML),"Dataset containing information on sdcp, plan, national. provided by Urban Redevelopment Authority. covering Singapore.",data.gov.sg,Urban Redevelopment Authority,general,,Singapore,KML,Singapore Open Data License,active,2024-06-06T14:57:47+08:00,2016-07-18T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_bf283054b146798fda6a78f0be229d55/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_b08cff1811e8716643614c772f48ba7f,Reliefs For Taxable Individuals By Type of Relief,"From Year of Assessment 2018, the total amount of personal income tax reliefs which an individual can be allowed is subject to an overall relief cap of S$80,000 per year.",data.gov.sg,Inland Revenue Authority of Singapore,general,,Singapore,CSV,Singapore Open Data License,active,2024-09-04T01:01:25+08:00,2015-10-27T15:16:53+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_b08cff1811e8716643614c772f48ba7f/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_40bde6cd8cf3ec96bd18c10739b269a2,"Average Weekly Paid Hours Worked Per Employee by Industry and Type of Employment (Level 2), Annual","Source: Labour Market Survey, Manpower Research & Statistics Department, MOM

Before 2006, the Labour Market Survey covers private sector establishments each with at least 25 employees. From 2006 onwards, the survey also covers the public sector.

Data are rounded to one decimal place.

Data may not be strictly comparable due to the various versions of SSIC coding.",data.gov.sg,Ministry of Manpower,general,,Singapore,CSV,Singapore Open Data License,active,2025-03-19T16:58:18+08:00,2016-06-01T01:36:55+08:00,Unknown,1998-01-01T08:00:00+08:00,2024-01-01T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_40bde6cd8cf3ec96bd18c10739b269a2/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_a968dbcd96c27c6cd3b9a10e440bfe42,"Domestic Exports Of Machinery And Equipment By Market, Monthly","Source: ENTERPRISE SINGAPORE

Data Last Updated: 16/05/2025

Update Frequency: Monthly

Footnotes: Data prior to 1999 are based on Standard International Trade Classification (SITC) 3.  Data from 1999 onwards are based on SITC 4.1 and consistent with the ASEAN Harmonised Tariff Nomenclature (AHTN) 2022 version.

Adapted from: https://tablebuilder.singstat.gov.sg/table/TS/M450281",data.gov.sg,Singapore Department of Statistics,general,,Singapore,CSV,Singapore Open Data License,active,2025-06-13T21:01:19+08:00,2024-10-24T15:15:55+08:00,Unknown,1988-01-01T08:00:00+08:00,2025-04-01T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_a968dbcd96c27c6cd3b9a10e440bfe42/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_07c63be0f37e6e59c07a4ddc2fd87fcb,CEA Salesperson Information,Contains data of valid real estate salespersons (from January 2011 to present),data.gov.sg,Council For Estate Agencies,general,,Singapore,CSV,Singapore Open Data License,active,2025-06-25T17:00:23+08:00,2016-12-21T19:23:31+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_07c63be0f37e6e59c07a4ddc2fd87fcb/view,,,,False,0.85,2025-06-26T05:19:09.317291
d_9fb538a0a39b080c2b3c985ab60e875d,Master Plan 2019 SDCP Car Lite Precinct Name layer (KML),"Dataset containing information on master, plan, sdcp. provided by Urban Redevelopment Authority. covering Singapore.",data.gov.sg,Urban Redevelopment Authority,general,,Singapore,KML,Singapore Open Data License,active,2024-06-06T14:51:16+08:00,2020-01-17T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_9fb538a0a39b080c2b3c985ab60e875d/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_b672ba5cd181fd699e5463e03ca5f3d3,Issuance of Title Documents for Completed Private Properties,Overview of the number of title documents issued for completed private properties in aggregate form,data.gov.sg,Singapore Land Authority,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:55:59+08:00,2016-05-11T19:25:59+08:00,Unknown,2010-04-01T08:00:00+08:00,2022-09-30T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_b672ba5cd181fd699e5463e03ca5f3d3/view,,,,False,0.85,2025-06-26T05:19:09.317291
d_72f8e05d45477a7af0c089ad970519da,"Waste Disposed Of And Recycled, Annual","Source: MINISTRY OF SUSTAINABILITY AND THE ENVIRONMENT, NATIONAL ENVIRONMENT AGENCY

Data Last Updated: 26/06/2024

Update Frequency: Annual

Footnotes: Year 2020 was an anomalous year with lower waste generation and recycling rates due to the impact of COVID-19, particularly during the Circuit Breaker period (April to May 2020) when activities were curtailed. The pick-up in economic activity and resumption of business and social activities since 2021 has led to an increase in waste generated, disposed of and recycled.

Adapted from: https://tablebuilder.singstat.gov.sg/table/TS/M890431",data.gov.sg,Singapore Department of Statistics,general,,Singapore,CSV,Singapore Open Data License,active,2025-06-15T22:01:16+08:00,2024-10-24T16:10:47+08:00,Unknown,2015-01-01T08:00:00+08:00,2023-12-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_72f8e05d45477a7af0c089ad970519da/view,,,,False,1.0,2025-06-26T05:19:09.317291
lta_bus_arrival,LTA Bus Arrival,Real-time bus arrival information for all bus stops,LTA DataMall,Land Transport Authority,transport,"transport, lta, bus, arrival",Singapore,JSON,LTA Open Data License,active,2025-06-26,,Real-time,,,,,https://datamall2.mytransport.sg/ltaodataservice/v3/BusArrival,real_time,True,True,False,0.5,2025-06-26T05:19:09.317291
lta_traffic_incidents,LTA Traffic Incidents,Current traffic incidents and road conditions,LTA DataMall,Land Transport Authority,transport,"transport, lta, traffic, incidents",Singapore,JSON,LTA Open Data License,active,2025-06-26,,Daily,,,,,https://datamall2.mytransport.sg/ltaodataservice/TrafficIncidents,static,True,True,False,0.45,2025-06-26T05:19:09.317291
lta_road_works,LTA Road Works,Ongoing road works and construction activities,LTA DataMall,Land Transport Authority,transport,"transport, lta, road, works",Singapore,JSON,LTA Open Data License,active,2025-06-26,,Daily,,,,,https://datamall2.mytransport.sg/ltaodataservice/RoadWorks,static,True,True,False,0.35,2025-06-26T05:19:09.317291
lta_taxi_availability,LTA Taxi Availability,Real-time taxi availability by location,LTA DataMall,Land Transport Authority,transport,"transport, lta, taxi, availability",Singapore,JSON,LTA Open Data License,active,2025-06-26,,Daily,,,,,https://datamall2.mytransport.sg/ltaodataservice/Taxi-Availability,static,True,True,False,0.45,2025-06-26T05:19:09.317291
lta_carpark_availability,LTA Carpark Availability,Real-time car park availability and rates,LTA DataMall,Land Transport Authority,transport,"transport, lta, carpark, availability",Singapore,JSON,LTA Open Data License,active,2025-06-26,,Daily,,,,,https://datamall2.mytransport.sg/ltaodataservice/CarParkAvailabilityv2,static,True,True,False,0.45,2025-06-26T05:19:09.317291
lta_train_service_alerts,LTA Train Service Alerts,MRT and LRT service alerts and disruptions,LTA DataMall,Land Transport Authority,transport,"transport, lta, train, service, alerts",Singapore,JSON,LTA Open Data License,active,2025-06-26,,Daily,,,,,https://datamall2.mytransport.sg/ltaodataservice/TrainServiceAlerts,static,True,True,False,0.45,2025-06-26T05:19:09.317291
lta_bus_services,LTA Bus Services,Comprehensive bus service information and routes,LTA DataMall,Land Transport Authority,transport,"transport, lta, bus, services",Singapore,JSON,LTA Open Data License,active,2025-06-26,,Daily,,,,,https://datamall2.mytransport.sg/ltaodataservice/BusServices,static,True,True,False,0.35,2025-06-26T05:19:09.317291
lta_bus_routes,LTA Bus Routes,Detailed bus route information and stop sequences,LTA DataMall,Land Transport Authority,transport,"transport, lta, bus, routes",Singapore,JSON,LTA Open Data License,active,2025-06-26,,Daily,,,,,https://datamall2.mytransport.sg/ltaodataservice/BusRoutes,static,True,True,False,0.35,2025-06-26T05:19:09.317291
lta_erp_rates,LTA Erp Rates,Electronic Road Pricing rates and gantry information,LTA DataMall,Land Transport Authority,transport,"transport, lta, erp, rates",Singapore,JSON,LTA Open Data License,active,2025-06-26,,Daily,,,,,https://datamall2.mytransport.sg/ltaodataservice/ERPRates,static,True,True,False,0.5,2025-06-26T05:19:09.317291
onemap_search,OneMap Search,Geospatial data for search,OneMap,Singapore Land Authority,geospatial,"geospatial, map, search",Singapore,JSON,SLA Open Data License,active,,,,,,,,,geospatial,True,False,False,0.35,2025-06-26T05:19:09.317291
onemap_static_map,OneMap Static Map,Geospatial data for static_map,OneMap,Singapore Land Authority,geospatial,"geospatial, map, static_map",Singapore,JSON,SLA Open Data License,active,,,,,,,,,geospatial,True,False,False,0.35,2025-06-26T05:19:09.317291
onemap_basemaps,OneMap Basemaps,Geospatial data for basemaps,OneMap,Singapore Land Authority,geospatial,"geospatial, map, basemaps",Singapore,JSON,SLA Open Data License,active,,,,,,,,,geospatial,True,False,False,0.35,2025-06-26T05:19:09.317291
onemap_coordinate_converter_auth,OneMap Coordinate Converter (Authenticated),Advanced geospatial data for coordinate_converter,OneMap,Singapore Land Authority,geospatial,"geospatial, map, coordinate_converter, authenticated",Singapore,JSON,SLA Open Data License,active,,,,,,,,,geospatial,True,True,False,0.45,2025-06-26T05:19:09.317291
onemap_reverse_geocode_auth,OneMap Reverse Geocode (Authenticated),Advanced geospatial data for reverse_geocode,OneMap,Singapore Land Authority,geospatial,"geospatial, map, reverse_geocode, authenticated",Singapore,JSON,SLA Open Data License,active,,,,,,,,,geospatial,True,True,False,0.45,2025-06-26T05:19:09.317291
onemap_routing_auth,OneMap Routing (Authenticated),Advanced geospatial data for routing,OneMap,Singapore Land Authority,geospatial,"geospatial, map, routing, authenticated",Singapore,JSON,SLA Open Data License,active,,,,,,,,,geospatial,True,True,False,0.45,2025-06-26T05:19:09.317291
onemap_planning_area_auth,OneMap Planning Area (Authenticated),Advanced geospatial data for planning_area,OneMap,Singapore Land Authority,geospatial,"geospatial, map, planning_area, authenticated",Singapore,JSON,SLA Open Data License,active,,,,,,,,,geospatial,True,True,False,0.45,2025-06-26T05:19:09.317291
onemap_population_query_auth,OneMap Population Query (Authenticated),Advanced geospatial data for population_query,OneMap,Singapore Land Authority,geospatial,"geospatial, map, population_query, authenticated",Singapore,JSON,SLA Open Data License,active,,,,,,,,,geospatial,True,True,False,0.45,2025-06-26T05:19:09.317291
singstat_gdp,Singapore Statistics - GDP,Official statistics on gdp from Department of Statistics Singapore,SingStat,Department of Statistics Singapore,statistics,"statistics, gdp, singapore, official",Singapore,CSV,Singapore Open Data License,active,,,Quarterly,,,,,https://tablebuilder.singstat.gov.sg,,,,False,0.6,2025-06-26T05:19:09.317291
singstat_population,Singapore Statistics - POPULATION,Official statistics on population from Department of Statistics Singapore,SingStat,Department of Statistics Singapore,statistics,"statistics, population, singapore, official",Singapore,CSV,Singapore Open Data License,active,,,Annual,,,,,https://tablebuilder.singstat.gov.sg,,,,False,0.6,2025-06-26T05:19:09.317291
singstat_employment,Singapore Statistics - EMPLOYMENT,Official statistics on employment from Department of Statistics Singapore,SingStat,Department of Statistics Singapore,statistics,"statistics, employment, singapore, official",Singapore,CSV,Singapore Open Data License,active,,,Annual,,,,,https://tablebuilder.singstat.gov.sg,,,,False,0.6,2025-06-26T05:19:09.317291
singstat_inflation,Singapore Statistics - INFLATION,Official statistics on inflation from Department of Statistics Singapore,SingStat,Department of Statistics Singapore,statistics,"statistics, inflation, singapore, official",Singapore,CSV,Singapore Open Data License,active,,,Quarterly,,,,,https://tablebuilder.singstat.gov.sg,,,,False,0.6,2025-06-26T05:19:09.317291
singstat_trade,Singapore Statistics - TRADE,Official statistics on trade from Department of Statistics Singapore,SingStat,Department of Statistics Singapore,statistics,"statistics, trade, singapore, official",Singapore,CSV,Singapore Open Data License,active,,,Annual,,,,,https://tablebuilder.singstat.gov.sg,,,,False,0.6,2025-06-26T05:19:09.317291
