EVENT_ID,EVENT_TIME,PROCESSED_TIME,UPDATED_TIME,DEVICE_ID,SESSION_ID,VIEW_ID,EVENT_TYPE,EVENT_PROPERTIES,SOURCE_TYPE,SOURCE_PROPERTIES
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_hWRSPDfuukx,2023-10-07 15:16:56.819,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,click,"{
  ""target"": {
    ""raw_selector"": ""html body div#root div.App[data-component=\""App\""] div div div div div button.green-button"",
    ""text"": ""Checkout""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/summary?car=77955"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/summary"",
    ""query"": {
      ""car"": {
        ""values"": [
          ""77955""
        ]
      }
    }
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_9urcr3M0pnt_dnFPbCtNHNC,2023-10-07 15:15:19.116,2023-10-07 15:29:40.068,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,7965745868493156211,identify,"{
  ""user_id"": ""222751""
}",web,"{
  ""entrypoint"": ""setVars"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/?org=o-1JAYTB-na1&env=prod&realm=na"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/"",
    ""query"": {
      ""env"": {
        ""values"": [
          ""prod""
        ]
      },
      ""org"": {
        ""values"": [
          ""o-1JAYTB-na1""
        ]
      },
      ""realm"": {
        ""values"": [
          ""na""
        ]
      }
    }
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_9tzfyDwRljY,2023-10-07 15:16:10.635,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,change,"{
  ""target"": {
    ""masked"": true,
    ""raw_selector"": ""html body div.MuiModal-root.css-8ndowl[role=\""presentation\""] div.MuiBox-root.css-1jlcw9t div div.rdrCalendarWrapper.rdrDateRangeWrapper div.rdrMonthAndYearWrapper span.rdrMonthAndYearPickers span.rdrYearPicker select"",
    ""text"": ""****""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_dK7rk8h7Kbl,2023-10-07 15:16:35.720,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,click,"{
  ""target"": {
    ""raw_selector"": ""html body div#root div.App[data-component=\""App\""] div#product-page[data-component=\""product-page\""] div div div button.checkout-button[data-element=\""checkout-button\""]"",
    ""text"": ""Checkout""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_8fOcMCDQgyB,2023-10-07 15:16:09.612,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,click,"{
  ""target"": {
    ""masked"": true,
    ""raw_selector"": ""html body div.MuiModal-root.css-8ndowl[role=\""presentation\""] div.MuiBox-root.css-1jlcw9t div div.rdrCalendarWrapper.rdrDateRangeWrapper div.rdrMonthAndYearWrapper span.rdrMonthAndYearPickers span.rdrYearPicker select"",
    ""text"": ""**** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** ****""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_3xcGNoyy2LX,2023-10-07 15:15:49.617,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,consent,"{
  ""consent_action_type"": ""report_consent"",
  ""consent_scope"": ""document""
}",web,"{
  ""initial_referrer"": {},
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_fFZOjvfkTlD,2023-10-07 15:16:20.915,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,click,"{
  ""target"": {
    ""raw_selector"": ""html body div.MuiModal-root.css-8ndowl[role=\""presentation\""] div.MuiBox-root.css-1jlcw9t div div.rdrCalendarWrapper.rdrDateRangeWrapper div.rdrMonthAndYearWrapper button.rdrNextButton.rdrNextPrevButton[type=\""button\""] i"",
    ""text"": "" ""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_7gXoFRMCqkb,2023-10-07 15:16:21.240,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,change,"{
  ""target"": {
    ""masked"": true,
    ""raw_selector"": ""html body div.MuiModal-root.css-8ndowl[role=\""presentation\""] div.MuiBox-root.css-1jlcw9t div div.rdrCalendarWrapper.rdrDateRangeWrapper div.rdrMonthAndYearWrapper span.rdrMonthAndYearPickers span.rdrMonthPicker select"",
    ""text"": ""*""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_9urcr3M0pnt_ecwD41f73DU,2023-10-07 15:15:10.302,2023-10-07 15:29:40.068,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,7965745868493156211,change,"{
  ""target"": {
    ""masked"": true,
    ""raw_selector"": ""html body div.MuiModal-root.css-8ndowl[role=\""presentation\""] div#login-modal.MuiBox-root.css-1gmwz4v div div div.Mui-focused.MuiInput-root.MuiInput-underline.MuiInputBase-colorPrimary.MuiInputBase-root.css-1up7ebe[data-element=\""login-email-input\""] input#login-email-input.MuiInput-input.MuiInputBase-input.css-mnn31[type=\""text\""]"",
    ""text"": ""**********************""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/?org=o-1JAYTB-na1&env=prod&realm=na"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/"",
    ""query"": {
      ""env"": {
        ""values"": [
          ""prod""
        ]
      },
      ""org"": {
        ""values"": [
          ""o-1JAYTB-na1""
        ]
      },
      ""realm"": {
        ""values"": [
          ""na""
        ]
      }
    }
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_8QtMlZqSiLI,2023-10-07 15:17:06.621,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,change,"{
  ""target"": {
    ""masked"": true,
    ""raw_selector"": ""html body div#root div.App[data-component=\""App\""] div[data-component=\""checkout-page\""] div div div.MuiFormControl-fullWidth.MuiFormControl-root.MuiTextField-root.css-feqhe6[data-element=\""billing-street-input\""] div.Mui-focused.MuiInputBase-colorPrimary.MuiInputBase-formControl.MuiInputBase-fullWidth.MuiInputBase-root.MuiOutlinedInput-root.css-1bp1ao6 input#street-1-checkout.MuiInputBase-input.MuiOutlinedInput-input.css-1x5jdmq[type=\""text\""]"",
    ""text"": ""***********""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955/checkout#billing"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955/checkout""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_9urcr3M0pnt_j4I5BRFHc8V,2023-10-07 15:12:28.201,2023-10-07 15:14:40.174,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,7965745868493156211,custom,"{
  ""event_name"": ""Experiment"",
  ""event_properties"": {
    ""campaign"": {
      ""id_str"": ""25680360711"",
      ""name_str"": ""Blog Experiment""
    },
    ""experiment"": {
      ""id_str"": ""25709530436"",
      ""name_str"": ""Blog Experiment""
    },
    ""variation"": {
      ""id_str"": ""25686070466"",
      ""name_str"": ""Original""
    }
  }
}",web,"{
  ""entrypoint"": ""event"",
  ""initial_referrer"": {},
  ""integration"": ""Optimizely"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/?org=o-1JAYTB-na1&env=prod&realm=na"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/"",
    ""query"": {
      ""env"": {
        ""values"": [
          ""prod""
        ]
      },
      ""org"": {
        ""values"": [
          ""o-1JAYTB-na1""
        ]
      },
      ""realm"": {
        ""values"": [
          ""na""
        ]
      }
    }
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_fO1ubZfKybs,2023-10-07 15:17:04.423,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,click,"{
  ""target"": {
    ""raw_selector"": ""html body div#root div.App[data-component=\""App\""] div[data-component=\""checkout-page\""] div div div.MuiFormControl-fullWidth.MuiFormControl-root.MuiTextField-root.css-feqhe6[data-element=\""billing-street-input\""] div.Mui-focused.MuiInputBase-colorPrimary.MuiInputBase-formControl.MuiInputBase-fullWidth.MuiInputBase-root.MuiOutlinedInput-root.css-1bp1ao6 input#street-1-checkout.MuiInputBase-input.MuiOutlinedInput-input.css-1x5jdmq[type=\""text\""]"",
    ""text"": ""Street""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955/checkout#billing"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955/checkout""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_1Gvk1YMWvMN,2023-10-07 15:17:13.516,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,click,"{
  ""target"": {
    ""raw_selector"": ""html body div#root div.App[data-component=\""App\""] div[data-component=\""checkout-page\""] div div div button.next-button[data-element=\""checkout-next-button\""]"",
    ""text"": ""Next""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955/checkout#billing"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955/checkout""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_iDEA3mCJ4YW,2023-10-07 15:16:04.915,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,change,"{
  ""target"": {
    ""masked"": true,
    ""raw_selector"": ""html body div.MuiModal-root.css-8ndowl[role=\""presentation\""] div.MuiBox-root.css-1jlcw9t div div.rdrCalendarWrapper.rdrDateRangeWrapper div.rdrMonthAndYearWrapper span.rdrMonthAndYearPickers span.rdrYearPicker select"",
    ""text"": ""****""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_9urcr3M0pnt_apw2EaoeLCt,2023-10-07 15:15:28.513,2023-10-07 15:29:40.068,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,7965745868493156211,click,"{
  ""target"": {
    ""raw_selector"": ""html body div.MuiDrawer-modal.MuiDrawer-root.MuiModal-root.css-y28f86[role=\""presentation\""] div.MuiDrawer-paper.MuiDrawer-paperAnchorRight.MuiPaper-elevation.MuiPaper-elevation16.MuiPaper-root.css-1ab2xsx div.MuiBox-root.css-1hskriy[role=\""presentation\""] ul.MuiList-padding.MuiList-root.css-1ontqvh li#favorites.MuiListItem-gutters.MuiListItem-root.css-1tpp0wj div.MuiButtonBase-root.MuiListItemButton-gutters.MuiListItemButton-root.css-1uwabd6.drop-down-item[role=\""button\""] div.MuiListItemText-root.css-1tsvksn span.MuiListItemText-primary.MuiTypography-body1.MuiTypography-root.css-yb0lig"",
    ""text"": ""Favorites""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/?org=o-1JAYTB-na1&env=prod&realm=na"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/"",
    ""query"": {
      ""env"": {
        ""values"": [
          ""prod""
        ]
      },
      ""org"": {
        ""values"": [
          ""o-1JAYTB-na1""
        ]
      },
      ""realm"": {
        ""values"": [
          ""na""
        ]
      }
    }
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_klSWK3M5yak,2023-10-07 15:17:18.315,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,change,"{
  ""target"": {
    ""masked"": true,
    ""raw_selector"": ""html body div#root div.App[data-component=\""App\""] div[data-component=\""checkout-page\""] div div div.MuiFormControl-fullWidth.MuiFormControl-root.MuiTextField-root.css-feqhe6[data-element=\""payment-cc-input\""] div.MuiInputBase-colorPrimary.MuiInputBase-formControl.MuiInputBase-fullWidth.MuiInputBase-root.MuiOutlinedInput-root.css-1bp1ao6 input#cc-checkout.MuiInputBase-input.MuiOutlinedInput-input.css-1x5jdmq[type=\""text\""]"",
    ""text"": ""****************""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955/checkout#payment"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955/checkout""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_6jNnHMTl76J,2023-10-07 15:17:11.724,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,click,"{
  ""target"": {
    ""raw_selector"": ""html body div#root div.App[data-component=\""App\""] div[data-component=\""checkout-page\""] div div div div div.MuiFormControl-fullWidth.MuiFormControl-root.MuiTextField-root.css-feqhe6[data-element=\""billing-zip-input\""] div.MuiInputBase-colorPrimary.MuiInputBase-formControl.MuiInputBase-fullWidth.MuiInputBase-root.MuiOutlinedInput-root.css-1bp1ao6 input#zip-checkout.MuiInputBase-input.MuiOutlinedInput-input.css-1x5jdmq[type=\""text\""]"",
    ""text"": ""Zip Code""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955/checkout#billing"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955/checkout""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_9urcr3M0pnt_5GNKHbguJ3V,2023-10-07 15:15:34.199,2023-10-07 15:29:40.068,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,7965745868493156211,click,"{
  ""target"": {
    ""raw_selector"": ""html body div#root div.App[data-component=\""App\""] div div div.MuiGrid-container.MuiGrid-root.MuiGrid-spacing-md-3.MuiGrid-spacing-xs-2.css-1d1j9k5 div.MuiGrid-grid-md-4.MuiGrid-grid-sm-4.MuiGrid-grid-xs-2.MuiGrid-item.MuiGrid-root.css-tlyyfm.favorite-location-tile div.MuiBox-root.css-0 div div.fav-grid-item"",
    ""text"": "" ""
  }
}",web,"{
  ""entrypoint"": ""web client"",
  ""initial_referrer"": {},
  ""integration"": ""fs"",
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""origin"": ""dom"",
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/favorites"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/favorites""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
aMLO2T8hqJu_7CjZGDkukna_3bM2TXQXALi_57FzVoCBgsm,2023-10-07 15:15:49.617,2023-10-07 15:17:51.454,2023-10-07 16:01:02.520,9053212042706995204,6393870551975318108,2677296596758573516,navigate,"{
  ""navigate_reason"": ""navigate""
}",web,"{
  ""initial_referrer"": {},
  ""location"": {
    ""city"": ""Council Bluffs"",
    ""country"": ""US"",
    ""lat_long"": ""41.2591,-95.8517"",
    ""region"": ""IA""
  },
  ""url"": {
    ""full_url"": ""https://www.cargorentalsfs.com/search/77955"",
    ""host"": ""www.cargorentalsfs.com"",
    ""path"": ""/search/77955""
  },
  ""user_agent"": {
    ""browser"": ""Safari"",
    ""browser_version"": ""87.0"",
    ""device"": ""Desktop"",
    ""operating_system"": ""Windows"",
    ""raw_user_agent"": ""Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/87.0 Safari/537.36""
  }
}"
